TIME_STEPS,1_value_of_option_for 1_stock_path,2_value_of_option_for 2_stock_path,3_value_of_option_for 3_stock_path,4_value_of_option_for 4_stock_path,5_value_of_option_for 5_stock_path,6_value_of_option_for 6_stock_path,7_value_of_option_for 7_stock_path,8_value_of_option_for 8_stock_path,9_value_of_option_for 9_stock_path,10_value_of_option_for 10_stock_path,11_value_of_option_for 11_stock_path,12_value_of_option_for 12_stock_path,13_value_of_option_for 13_stock_path,14_value_of_option_for 14_stock_path,15_value_of_option_for 15_stock_path,16_value_of_option_for 16_stock_path,17_value_of_option_for 17_stock_path,18_value_of_option_for 18_stock_path,19_value_of_option_for 19_stock_path,20_value_of_option_for 20_stock_path,21_value_of_option_for 21_stock_path,22_value_of_option_for 22_stock_path,23_value_of_option_for 23_stock_path,24_value_of_option_for 24_stock_path,25_value_of_option_for 25_stock_path,26_value_of_option_for 26_stock_path,27_value_of_option_for 27_stock_path,28_value_of_option_for 28_stock_path,29_value_of_option_for 29_stock_path,30_value_of_option_for 30_stock_path,31_value_of_option_for 31_stock_path,32_value_of_option_for 32_stock_path,33_value_of_option_for 33_stock_path,34_value_of_option_for 34_stock_path,35_value_of_option_for 35_stock_path,36_value_of_option_for 36_stock_path,37_value_of_option_for 37_stock_path,38_value_of_option_for 38_stock_path,39_value_of_option_for 39_stock_path,40_value_of_option_for 40_stock_path,41_value_of_option_for 41_stock_path,42_value_of_option_for 42_stock_path,43_value_of_option_for 43_stock_path,44_value_of_option_for 44_stock_path,45_value_of_option_for 45_stock_path,46_value_of_option_for 46_stock_path,47_value_of_option_for 47_stock_path,48_value_of_option_for 48_stock_path,49_value_of_option_for 49_stock_path,50_value_of_option_for 50_stock_path,51_value_of_option_for 51_stock_path,52_value_of_option_for 52_stock_path,53_value_of_option_for 53_stock_path,54_value_of_option_for 54_stock_path,55_value_of_option_for 55_stock_path,56_value_of_option_for 56_stock_path,57_value_of_option_for 57_stock_path,58_value_of_option_for 58_stock_path,59_value_of_option_for 59_stock_path,60_value_of_option_for 60_stock_path,61_value_of_option_for 61_stock_path,62_value_of_option_for 62_stock_path,63_value_of_option_for 63_stock_path,64_value_of_option_for 64_stock_path,65_value_of_option_for 65_stock_path,66_value_of_option_for 66_stock_path,67_value_of_option_for 67_stock_path,68_value_of_option_for 68_stock_path,69_value_of_option_for 69_stock_path,70_value_of_option_for 70_stock_path,71_value_of_option_for 71_stock_path,72_value_of_option_for 72_stock_path,73_value_of_option_for 73_stock_path,74_value_of_option_for 74_stock_path,75_value_of_option_for 75_stock_path,76_value_of_option_for 76_stock_path,77_value_of_option_for 77_stock_path,78_value_of_option_for 78_stock_path,79_value_of_option_for 79_stock_path,80_value_of_option_for 80_stock_path,81_value_of_option_for 81_stock_path,82_value_of_option_for 82_stock_path,83_value_of_option_for 83_stock_path,84_value_of_option_for 84_stock_path,85_value_of_option_for 85_stock_path,86_value_of_option_for 86_stock_path,87_value_of_option_for 87_stock_path,88_value_of_option_for 88_stock_path,89_value_of_option_for 89_stock_path,90_value_of_option_for 90_stock_path,91_value_of_option_for 91_stock_path,92_value_of_option_for 92_stock_path,93_value_of_option_for 93_stock_path,94_value_of_option_for 94_stock_path,95_value_of_option_for 95_stock_path,96_value_of_option_for 96_stock_path,97_value_of_option_for 97_stock_path,98_value_of_option_for 98_stock_path,99_value_of_option_for 99_stock_path,100_value_of_option_for 100_stock_path,101_value_of_option_for 101_stock_path
21_possible_time_step,60.00365585795139,116.81534576868306,173.0151076213265,221.918027052223,270.53850199138503,308.8428168445775,347.1993262413711,373.61281004892305,400.38988920508064,415.0087224387652,430.25627930427135,434.3104184177383,439.1976313242667,434.64884720337943,431.0717031503182,420.1802481733965,410.33661644913195,395.2934087172449,381.3211558125093,364.0009032366227,347.7339915342663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22_possible_time_step,59.97312658065667,119.1731068484242,172.92685352527909,226.22688147115696,270.3997793549756,314.45867538247296,347.01985045084416,379.7969927249943,400.18058071433825,421.07355419726343,430.02801440285555,439.7293829901746,438.9602180481198,439.1098359210373,430.83321540421514,423.5812695245883,410.1031159668365,397.6966297495054,381.09674499703226,365.56817641607137,347.5210906051535,330.5106838758005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23_possible_time_step,61.207282895091595,119.11247272916883,176.39382365039,226.11133118932167,275.54225572428555,314.29698782833276,353.1076153829264,379.5998154767514,406.46588461625925,420.8520873617678,435.88167919958454,439.49419466102404,443.9563373667244,438.86999513527985,434.771473359888,423.34387789336375,412.97827958607974,397.4667306366499,383.03743911978194,365.3489493525956,348.72206107320596,330.30380348280437,312.89870301165035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_possible_time_step,61.176201059731426,121.5636274167431,176.30401724179546,230.5824278170108,275.40123031529447,320.1059489441282,352.925412930406,385.9682752757582,406.2537598697149,427.0617140571078,435.6507895566052,445.00301126387546,443.71668088682475,443.3660141340208,434.5312128995254,426.7365927663309,412.7434783691987,399.83490658234393,382.81214084835597,366.8704558734924,348.50859713606746,331.1902047245066,312.69810270752805,295.1903059328524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_possible_time_step,62.46046681920147,121.50189586333258,179.90711312523038,230.46487557868082,280.7318374037997,319.9416599958918,359.21136995376366,385.76824525650454,412.70981614522213,426.83746414113136,441.6238222514853,444.7653515677174,448.77366522295614,443.12415268213596,438.479085995821,426.497670919429,415.59267259379953,399.6039315064194,384.7088145856057,366.6505261722382,349.6620352467345,330.9828983144464,313.32232471225194,294.99611268867176,277.62143532515597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_possible_time_step,62.42881000993302,124.05257279104205,179.81569351493818,235.10829140573483,280.58842508661917,325.95451460858,359.02635223342145,392.3294774309098,412.4947988508697,433.1963207273139,441.3902546017526,450.3642373899031,448.53173848424547,447.6523279307445,438.23704873812136,429.87780512780427,415.3565825507777,401.93292297505184,384.4826489752922,368.1232047283714,349.4480302220639,331.82299631744496,313.12141132456674,295.40829397544235,277.4336693303212,260.37514117603513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27_possible_time_step,63.7665603018757,123.98969928342844,183.56376240330928,234.9886601360299,286.1184613158791,325.78753309155445,365.5208030371476,392.12650847744953,419.12833165742563,432.9692210872624,447.4848394468752,450.12406618779426,453.64786747940565,447.40843161980945,442.19052360214647,429.63735893734906,418.1752720223931,401.70088980273334,386.33154889671886,367.90259474323835,350.55155344453533,331.61528540562654,313.70284197335286,295.21387739335705,277.6795315003688,260.1937402913347,243.58700668029576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28_possible_time_step,63.734304591592924,126.64660170376771,183.47066474086958,239.81536325114826,285.9725728967658,332.01591625220357,365.33287683232953,398.8895114428104,418.9103425149203,439.4817980153126,447.2485395488547,455.8129358026798,453.4036441956185,451.965430472863,441.9467072533043,433.00022453597654,417.937907075479,403.98630724723137,386.1045377176035,369.32331481943385,350.3370302835431,332.40743211659503,313.5016356242546,295.5883079178565,277.4916105323401,260.3131932719488,243.4118486649958,227.3517960916965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29_possible_time_step,65.12923958493944,126.58253872038715,187.37337489319287,239.69357096446925,291.71429771284585,331.8461457833178,372.04685292437307,398.68351336519623,425.72835639298074,439.25177999951,453.4666948122234,455.57021299473206,458.57675997902885,451.71948659837886,445.9012906550408,432.7582619615073,420.72120737997466,403.7532357884819,387.9017574140245,369.102048273047,351.38826933144986,332.1993389170909,314.03933571759956,295.3936860792309,277.7055751830919,260.13168679455435,243.4383163545439,227.18271807884852,211.7306054415128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30_possible_time_step,65.09635938963784,129.3530155293708,187.27852999907094,244.71552404055666,291.5658385094922,338.3026214617931,371.8559200808892,405.6578199462157,425.50731296844697,445.9225981394718,453.2276075229902,461.3486213491962,458.3302148294312,456.3014617381553,445.6556949262557,436.09872496829297,420.48258362208736,405.99043579601545,387.67392415741494,370.46762560754416,351.1732520081844,332.9419655334651,313.83785690945473,295.7300459344097,277.51751495624444,260.2252917866844,243.26308580637283,227.14307477776882,211.56742045897604,196.75791675559677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31_possible_time_step,66.55254564438998,129.28771225789762,191.34647105175907,244.59148339506456,297.53257904645307,338.1299600336091,378.8012461080464,405.4486982886624,432.51709252234764,445.6895910750409,459.5711359955177,461.1033070363666,463.5576575445512,456.0534593154094,449.60636595485204,435.8552562573157,423.2252442933448,405.75634791807454,389.4154136170239,370.24572761441044,352.16987231280945,332.7335129206541,314.3310104470706,295.5352370252847,277.69975056679453,260.04369301172295,243.2694732968302,226.9739436303324,211.48239265404297,196.60042735751463,182.4481086994049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32_possible_time_step,66.51901355901758,132.1798400399049,191.24980500456903,249.82176220112882,297.3814484097562,344.8281162160342,378.6072031790834,412.64440779791266,432.292909123328,452.52316948128697,459.3292053678887,466.9703829074172,463.3087663995854,460.6559862534675,449.35899279955345,439.1677032381659,422.98538015269753,407.9404323712937,389.1867835596703,371.552943647249,351.9543858068851,333.42515337982434,314.1292800030902,295.833349780134,277.51156668733574,260.1119584342689,243.09418124745844,226.91938122476554,211.31916272615436,196.48530353089893,182.29611796827365,168.80113762132322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33_possible_time_step,68.04093193185078,132.11324205123574,195.49460372845516,249.6953800001107,303.5877208330495,344.6524557381409,385.79656626388214,412.43206358533484,439.50201442866944,452.287100675473,465.7996348663692,466.7224375831182,468.5873006532664,460.4059162769296,453.30015119065325,438.9227411417711,425.68176921003334,407.70535211323016,390.8683627344333,371.33044072845877,352.89411277923534,333.2163648396053,314.577215949945,295.63837202136756,277.6623838882285,259.9302804077374,243.08119230470857,226.7502060010411,211.2235919402089,196.3277682867244,182.16161805572906,168.65445791920067,155.80725231080268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34_possible_time_step,68.00671854468878,135.13592022420568,195.39603740031512,255.14830957801846,303.4338116145003,351.6070112783527,385.5993041238445,419.85987427320134,439.2746019811305,459.2879154987338,465.55480427269373,472.6768058869493,468.3360408331615,465.02392380867013,453.05100506492806,442.201045093167,425.4406856218223,409.8311710893063,390.6389629969095,372.5760666898036,352.6781830475186,333.8556822623329,314.3752549451834,295.89822190086375,277.4740917834237,259.9738387432746,242.9058494672868,226.6814991770868,211.0603245040611,196.20563880466005,182.0095732193513,168.5076383067086,155.66571220360598,143.45072875352557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35_possible_time_step,69.59931997180027,135.06796910380137,199.83049171633857,255.01948621022444,309.89545956180064,351.42823707087484,393.04632970323854,419.64420374320974,446.69085832447854,459.0487102586381,472.1533161425574,472.4261906634703,473.661771826131,464.7717795425693,456.9764156969013,441.9546050970167,428.0847764864779,409.595124775462,392.25634044896907,372.3529867772281,353.55883155142584,333.64658183175595,314.7774707166147,295.70309347055814,277.5939543424045,259.79209419789265,242.87428340359466,226.51228861137434,210.9549619329623,196.0480638809843,181.87080532541773,168.36089023475532,155.51081504328118,143.31417851544603,131.7126998400267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36_possible_time_step,69.56439365384233,138.2310307094045,199.72994024816276,260.7107979029986,309.73865751882994,358.65516195810073,392.8457331276047,427.3154449446821,446.46012425441523,466.22114270009394,471.90552843054223,478.4658817256302,473.4081223970935,469.39947255258255,456.7255038448291,445.1920912549306,427.8424970705602,411.6572842427575,392.0262000459525,373.53381313892044,353.3424854868412,334.23239804576343,314.57530039865037,295.92484291556127,277.40556918464847,259.81170651310606,242.69890012014798,226.4302751507531,210.79166414774923,195.91959538898485,181.7187115786892,168.21183858343434,155.3691873287524,143.15336913514676,131.5810158803729,120.57320795624989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37_possible_time_step,71.23316438816721,138.16166363897673,204.36817500196108,260.5794267126031,316.47301051926115,358.473152191313,400.56506775678463,427.0963392651775,454.0916044095433,465.9787243757278,478.6328716373666,478.21255860120675,478.77640035452043,469.1452498560796,460.6282375685629,444.94419182563234,430.4278589477245,411.42030059292955,393.5749977086788,373.3101855665307,354.1619939403861,334.0230102397665,314.93148690362136,295.7295818636984,277.4951042121042,259.62990780160686,242.64965071875562,226.26103761458748,210.67729323760946,195.76198675782683,181.5762279499152,168.06502657615593,155.21351750944314,143.01670788335488,131.4149838431027,120.44629641423643,110.01262945005536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38_possible_time_step,71.1974910532597,141.47600491008225,204.26554720893614,266.5264399104284,316.31319364958944,365.9898031473578,400.36101496486054,435.0230022788674,453.85745253252884,473.3269950668368,478.3820693243903,484.33490217670646,478.5203424677401,473.7760239092191,460.37557033408416,448.13360428445606,430.18441019071867,413.41317619260496,393.3441475883941,374.4230576436226,353.94525931581904,334.5543384372515,314.7291286023117,295.91358909823094,277.3066408382779,259.6264667106821,242.47423690713575,226.16661333953263,210.51397195989344,195.62785277757303,181.4240903994162,167.91417621213063,155.0718059644264,142.85613584724726,131.2831619812018,120.27472086784067,109.89042908906653,100.01261625194695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39_possible_time_step,72.94852930897608,141.40515419120877,209.12319600160146,266.39240648553715,323.3392489666796,365.804428220533,408.3684164921427,434.8003472518027,461.7124492574543,473.0812851235821,485.2384572191424,484.07883435006823,483.9256538498812,473.519721599842,464.2479415114306,447.88426713094236,432.7042033026324,413.1752864262283,394.8199328338889,374.19891312319794,354.70172880960087,334.3446881611748,315.0391965688256,295.7182132536199,277.36664774427777,259.44462573731437,242.40828948422347,225.99735680380297,210.39140126141706,195.47021620457377,181.27843220843863,167.7673047319333,154.91569100236472,142.71936668698638,131.11803984480872,120.14764173966095,109.71232591829654,99.89510066653808,90.55667990415257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40_possible_time_step,72.91207213960566,144.88288677533956,209.01839369716782,272.61423980332796,323.1762867611722,373.6297018256046,408.16077864941,442.9951135911012,461.4747796805211,480.609371672168,484.9845827328269,490.28033581482356,483.667171129266,478.1460688393517,463.9935326782045,451.01773748895033,432.4596147422465,415.0930448922237,394.58840590344255,375.24077366221735,354.484634204694,334.82076863760904,314.8366715946648,295.8650493632485,277.1781205710668,259.4191563675004,242.23285458548432,225.8914687906493,210.22806302173453,195.33108962725922,181.12625587203217,167.61506760855676,154.7738995465136,142.55927665706162,130.98608238670772,119.9773985185377,109.58992629129794,99.70907780204648,90.44385894120589,81.63051505639885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41_possible_time_step,74.75217857744444,144.81047928485168,214.11281207836274,272.47742116983915,330.5149187945521,373.4408236772427,416.4732140564613,442.76878934359297,469.56176544419867,480.36028980019125,491.96956896378055,490.02148805520693,489.1030149753527,477.8876890985747,467.8270341007027,450.7669878379306,434.90659216690506,414.85428282311636,395.98673227339617,375.01614424032886,355.1763729621187,334.61088108418187,315.10077875246816,295.6695762331328,277.2095782068844,259.23728451873995,242.15128087272572,225.72220078933861,210.09811775296237,195.1734306609388,180.9779466202085,167.46814115553272,154.61764191758428,142.42240294008386,130.82205810334906,119.85015308239923,109.41338774822152,99.59133028566771,90.2483083441634,81.52243525535067,73.22212978556487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42_possible_time_step,74.71489770996858,148.46510995682556,214.00572930264175,278.99523883378396,330.34867139622827,381.59532954560206,416.26185473308857,451.24505446075307,469.3204744857799,488.0718234330289,491.7125649381631,496.29768377288417,488.842093960649,482.5010951317912,467.5709012611077,453.8360075178921,434.66089657550873,416.6909129010868,395.75456340611237,375.98408385634235,354.95894767061156,335.03121985499,314.8981082832724,295.78004111099494,277.0210011430151,259.19094298560304,241.97583379996692,225.60583870681177,209.93476873420204,195.02997552274985,180.82573642700393,167.3149028523839,154.47577463283176,142.26301582669083,130.6899676848231,119.68139785803757,109.29078879734355,99.4069490917189,90.13522309858976,81.31568748485272,73.11887356942461,65.32182357221036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
