TIME_STEPS,1_value_of_option_for 1_stock_path,2_value_of_option_for 2_stock_path,3_value_of_option_for 3_stock_path,4_value_of_option_for 4_stock_path,5_value_of_option_for 5_stock_path,6_value_of_option_for 6_stock_path,7_value_of_option_for 7_stock_path,8_value_of_option_for 8_stock_path,9_value_of_option_for 9_stock_path,10_value_of_option_for 10_stock_path,11_value_of_option_for 11_stock_path,12_value_of_option_for 12_stock_path,13_value_of_option_for 13_stock_path,14_value_of_option_for 14_stock_path,15_value_of_option_for 15_stock_path,16_value_of_option_for 16_stock_path,17_value_of_option_for 17_stock_path,18_value_of_option_for 18_stock_path,19_value_of_option_for 19_stock_path,20_value_of_option_for 20_stock_path,21_value_of_option_for 21_stock_path,22_value_of_option_for 22_stock_path,23_value_of_option_for 23_stock_path,24_value_of_option_for 24_stock_path,25_value_of_option_for 25_stock_path,26_value_of_option_for 26_stock_path,27_value_of_option_for 27_stock_path,28_value_of_option_for 28_stock_path,29_value_of_option_for 29_stock_path,30_value_of_option_for 30_stock_path,31_value_of_option_for 31_stock_path,32_value_of_option_for 32_stock_path,33_value_of_option_for 33_stock_path,34_value_of_option_for 34_stock_path,35_value_of_option_for 35_stock_path,36_value_of_option_for 36_stock_path,37_value_of_option_for 37_stock_path,38_value_of_option_for 38_stock_path,39_value_of_option_for 39_stock_path,40_value_of_option_for 40_stock_path,41_value_of_option_for 41_stock_path,42_value_of_option_for 42_stock_path,43_value_of_option_for 43_stock_path,44_value_of_option_for 44_stock_path,45_value_of_option_for 45_stock_path,46_value_of_option_for 46_stock_path,47_value_of_option_for 47_stock_path,48_value_of_option_for 48_stock_path,49_value_of_option_for 49_stock_path,50_value_of_option_for 50_stock_path,51_value_of_option_for 51_stock_path,52_value_of_option_for 52_stock_path,53_value_of_option_for 53_stock_path,54_value_of_option_for 54_stock_path,55_value_of_option_for 55_stock_path,56_value_of_option_for 56_stock_path,57_value_of_option_for 57_stock_path,58_value_of_option_for 58_stock_path,59_value_of_option_for 59_stock_path,60_value_of_option_for 60_stock_path,61_value_of_option_for 61_stock_path,62_value_of_option_for 62_stock_path,63_value_of_option_for 63_stock_path,64_value_of_option_for 64_stock_path,65_value_of_option_for 65_stock_path,66_value_of_option_for 66_stock_path,67_value_of_option_for 67_stock_path,68_value_of_option_for 68_stock_path,69_value_of_option_for 69_stock_path,70_value_of_option_for 70_stock_path,71_value_of_option_for 71_stock_path,72_value_of_option_for 72_stock_path,73_value_of_option_for 73_stock_path,74_value_of_option_for 74_stock_path,75_value_of_option_for 75_stock_path,76_value_of_option_for 76_stock_path,77_value_of_option_for 77_stock_path,78_value_of_option_for 78_stock_path,79_value_of_option_for 79_stock_path,80_value_of_option_for 80_stock_path,81_value_of_option_for 81_stock_path,82_value_of_option_for 82_stock_path,83_value_of_option_for 83_stock_path,84_value_of_option_for 84_stock_path,85_value_of_option_for 85_stock_path,86_value_of_option_for 86_stock_path,87_value_of_option_for 87_stock_path,88_value_of_option_for 88_stock_path,89_value_of_option_for 89_stock_path,90_value_of_option_for 90_stock_path,91_value_of_option_for 91_stock_path,92_value_of_option_for 92_stock_path,93_value_of_option_for 93_stock_path,94_value_of_option_for 94_stock_path,95_value_of_option_for 95_stock_path,96_value_of_option_for 96_stock_path,97_value_of_option_for 97_stock_path,98_value_of_option_for 98_stock_path,99_value_of_option_for 99_stock_path,100_value_of_option_for 100_stock_path,101_value_of_option_for 101_stock_path
43_possible_time_step,76.65168281599254,148.3910665216452,219.3562459180819,278.8555025388207,338.02287362276735,381.40280088605505,424.8976057413073,451.01493512557823,477.6480445531049,487.81928770302096,498.8248942402301,496.03602285484004,494.3008416214718,482.2406439567826,471.3561375330214,453.5838744017061,437.0274148973792,416.45131501847527,397.07102152774996,375.75900284910364,355.58452106327746,334.8211203845752,315.1166867899522,295.5844877739701,277.02507245391666,259.00905106133195,241.87978433275117,225.43656630319043,209.79828107590814,194.8722994848673,180.67527516976367,167.16792597373487,154.31964851383154,142.1260411806436,130.52720991114316,119.55398777523426,109.11595791626392,99.28896789288724,89.94125079345434,81.20731299442447,72.89933536953124,65.22350687895721,57.92203313935878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44_possible_time_step,76.61353497773948,152.23771044829263,219.2467680537358,285.6928031016915,337.85319087737884,389.90905776989547,424.6823803233485,459.7868249734374,477.4030246884999,495.7174239120779,498.5647038788013,502.3813112569165,494.037472274205,486.83147567419536,471.0983024869661,456.5792728530714,436.78064846083697,418.20067009228006,396.8382475479247,376.6503191581961,355.3667949784333,335.1855302688842,314.913891745881,295.65962411988534,276.83645881059795,258.94311991905755,241.70433342265727,225.31075177660387,209.63492709390644,194.72516217007427,180.52303596008545,167.01404090738214,154.1777096631372,141.96755238821106,130.39498953759224,119.38686302235462,108.99315998036471,99.10637209703658,89.8278974528271,81.00194106149432,72.79575797324895,64.98979546622456,57.82880118016621,51.01705275547674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45_possible_time_step,78.65554719217097,152.1619451246775,224.87498198939636,285.550006167632,345.8883563527637,389.71272122611407,433.66115655187076,459.5527783621289,485.9798185410279,495.461350988978,505.8021325731773,502.1168064707974,499.51020874728516,486.56896337978293,474.8249235244655,456.32578940727694,439.0586899885405,417.9602756228259,398.06852790762656,376.4248210598809,355.9250811304136,334.9752442719465,315.08767500715794,295.4640071131618,276.81449221864517,258.761218065751,241.59502714174027,225.14148153279996,209.49272530931788,194.5674741470646,180.37089055362685,166.86701820579364,154.0219580725943,141.83048074562038,130.23364696714742,119.25929038795417,108.82017325124713,98.98815582489641,89.63565443963053,80.89326567997352,72.57724878731749,64.89113728712498,57.57988195458644,50.9290736299143,44.60262906672322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46_possible_time_step,78.61648528110703,156.2175803411771,224.76298474421074,292.73296237753226,345.7150767336592,398.5953793127489,433.44191160176933,468.6351551509463,485.73095838310934,503.5486077942213,505.5387000923618,508.52425087942646,499.2443850277617,491.126348071335,474.565412707933,459.2377211121654,438.8108924750891,419.6161306414719,397.8351875473576,377.237087274685,355.7070846060518,335.28388775433547,314.88477591446014,295.5051114780372,276.62585461988533,258.6770981736298,241.41958011023053,225.00725550428342,209.32937179611287,194.41727423022246,180.2186270785045,166.71280523846713,153.87995211707903,141.67305881996364,130.10130005428056,119.09392539118376,108.69717712650446,98.80748915062827,89.52202945725647,80.68942790271655,72.47334138755187,64.65795829252015,57.486296859191015,50.664401502759624,44.520085062291464,38.675430473223344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47_possible_time_step,80.77336478631635,156.13999957989907,230.69311944386365,292.58695010370667,354.13932445903737,398.39506647341216,442.7849705660504,468.3970424243392,494.56555294153657,503.288913223446,512.8977800477317,508.25687463021836,504.720730165168,490.86178984607506,478.22204978129747,458.98292487888335,440.9921024391492,419.37498158585055,398.97515690943976,377.0112076359533,356.1973353508049,335.07344049539773,315.0148236628656,295.30944668054696,276.5793812540806,258.4951958213887,241.29829093638037,224.83799345522831,209.18226835247145,194.25957906560367,180.0652276930173,166.56574137857453,153.72478458380357,141.53589444589642,129.94150102768057,118.96619278757987,108.52616489228605,98.68903684253823,89.33167278341087,80.58044553432734,72.25602094263168,64.55894710853562,57.23726403361137,50.576068761038655,44.239743820092755,38.59850703098097,33.23239660706307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48_possible_time_step,80.73333738177719,160.4237724277067,230.5784676746914,300.1448109304648,353.96227384575354,407.6811595431653,442.5615431293887,477.80549454876325,494.31273726934694,511.5669690252744,512.631051217197,514.7179733206402,504.4524506895529,495.3734866150519,477.96089472346273,461.80086899643936,440.7433173515624,420.93110729219114,398.7412907313768,377.7423512177582,355.9790990355459,335.3268733117033,314.81184050724704,295.3180763384957,276.39073154897426,258.39439407285863,241.12285483995595,224.6964016078427,209.01892034263275,194.1069000785885,179.91294461257178,166.41148003022965,153.58271619718087,141.37968017524437,129.80903144223927,118.80270375273766,108.40297189844041,98.51044368873494,89.21777294730802,80.37831157619765,72.15177459671625,64.32645062928673,57.143311733542475,50.310498664177224,44.15685923454118,38.303336342164286,33.1612691450759,28.269983524513545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49_possible_time_step,83.01600184886354,160.34427410231626,236.8377945895744,299.99541551465404,362.8068298920691,407.4766898908113,452.291815603994,477.5631698920952,503.4135033920206,511.3035676095741,520.1068697289505,514.447701829824,509.92035876563483,495.1069031348424,481.53510251929026,461.5448022277602,442.8190602728476,420.68924842842006,399.7870840347063,377.51612648895207,356.4010055988847,335.1162897545111,314.89956066318115,295.122378851896,276.3214573585278,258.2124998784271,240.9908950718917,224.52715324063655,208.8676993168342,193.9492023661386,179.75867780143471,166.26437974213522,153.42830707951484,141.24242769250532,129.65088381741364,118.6748143057094,108.23405870385388,98.3917548866088,89.02946671346977,80.26901629289378,71.93581820464124,64.22707451915618,56.89429071518271,50.22179610863387,43.874722905666296,38.226100777943664,32.85296520229739,28.204802566950644,23.78333349835174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50_possible_time_step,82.97495263902107,164.87786813997246,236.720340936379,307.96098414359795,362.6258201781042,417.1959213932009,452.064032460091,487.3139790989076,503.15661324372996,519.773008524086,519.8367925285075,520.9521203063417,509.64962755280186,499.55916855603766,481.2723403254898,464.25757986482006,442.5693349752547,422.13950629896027,399.5527343137317,378.1645181376942,356.18256024147695,335.3155036801528,314.69651273433834,295.1003530674503,276.1328065380684,258.0966122889173,240.81547627641154,224.37922968530646,208.7043614372403,193.7945828545979,179.60637968139736,166.11030722163306,153.28618115850563,141.08753369396544,129.51829591695608,118.51330450951811,108.11067075635641,98.21538087286622,88.91528922691447,80.06876862324532,71.83122389396401,63.99542899024063,56.7999564179308,49.95541118694643,43.79148014102596,37.92816755979855,32.78157067953003,27.88597629098994,23.724208840966924,19.765413184576342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51_possible_time_step,85.39582308641917,164.79634040969248,243.33968972364414,307.8080230892794,371.92546442945104,416.98710110815915,462.2062505649228,487.06728941168376,512.5315243402538,519.5058148136819,527.4226590375885,520.6789344337262,515.0951641529059,499.29058665784447,484.7505499186838,464.0002898183383,444.5307752937186,421.8969851431396,400.50086380368447,377.9379854725187,356.5363224779639,335.1048082944295,314.74367818276056,294.9046370977202,276.0425982824112,257.9147340871032,240.67417680291695,224.20999992505972,208.54976560963135,193.63688693199938,179.45158333237814,165.96317530025306,153.13266872155373,140.95019810442523,129.3618871568578,118.38526194623456,107.94397555887544,98.09645570932507,88.72920546223068,79.95915473981545,71.61682448993996,63.895675642649934,56.55109167370223,49.86632156614802,43.50757154428558,37.85060191678502,32.46952595362844,27.820590086845026,23.398385497745114,19.712398106920123,16.206178442428826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52_possible_time_step,85.35369019450076,169.6044249900212,243.21927301484055,316.2182283295891,371.7402919298051,427.17216854070847,461.97392742006514,497.1773656444567,512.2704371919533,528.1658187454784,527.1491844545218,527.2141944441605,514.8219914712233,503.66803801011235,484.4862237743296,466.59610535745963,444.2801611021575,423.23544681213707,400.2660743597362,378.50253822824726,356.3176987020619,335.25127102932333,314.5405839124444,294.8540311551605,275.853956403854,257.78542385056903,240.49878096162388,224.0567495165122,208.3864420729957,193.48081224302652,179.29927463784537,165.80948456795159,152.99049039074163,140.7967088998246,129.22918582733547,118.22582183579723,107.82039524707352,97.92244799691613,88.61474803784323,79.7609900560439,71.51187317642561,63.66507048466909,56.45635983124772,49.59922214588442,43.423951653956486,37.54985265783933,32.397847370480804,27.497108345964456,23.339133029847115,19.383944562808725,16.159255213396897,13.091835819362327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53_possible_time_step,87.92696760959603,169.52074496155237,250.23364995434176,316.06150259705004,381.53388375084796,426.9587891596666,472.5547510308746,496.9261502595806,521.9268152907466,527.8947476698509,534.8362532352563,526.9380806490809,520.2290875360682,503.3974914268869,487.85371328664763,466.33764457312424,446.11837416273187,422.9923135255708,401.11355744337936,378.2757352432355,356.60409596944356,335.0404875804096,314.54934189946346,294.65830989820597,275.74482053767923,257.60356861671323,240.3494684801312,223.8875427196754,208.22916024718393,193.323122185579,179.14423415393563,165.66232586680596,152.83797672076653,140.65929560018057,129.07458323489803,118.09763054392255,107.65603138302579,97.80328729234782,88.43106737079889,79.65105222136125,71.29924348268781,63.564927220539815,56.20781801526101,49.509727070168054,43.13830587532146,37.47193742198138,32.081921019106275,27.431502355757935,23.007887286933855,19.330892153287785,15.833226188417736,13.05090388901633,10.40427704938125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_possible_time_step,87.883682796096,174.63152462914073,250.11009333491702,324.9580859037493,381.34432737395093,437.6457513060742,472.31769165494285,507.41292095424734,521.6614053491284,536.7426890329131,534.5593362307949,533.4892001973307,519.9534908603587,507.68297282660103,487.58787297413915,468.80415927015486,445.86692638578813,424.2134087125263,400.87837341695047,378.7560126949063,356.3853240170381,335.1361769155162,314.3462186964308,294.5814401064795,275.5561966599322,257.46253894099647,240.17410052275972,223.72992257034014,208.06585484953737,193.16601749436282,178.9919192393621,165.5091649188063,152.69575133012162,140.5072681511386,128.94177392439727,117.94033767626748,107.53226205431287,97.63179457647416,88.31632834041669,79.45518278890506,71.19392618179187,63.33557581691229,56.112672296435214,49.242033937635505,43.054288423551256,37.168322819241,32.00993975012507,27.10313399193595,22.948496479719896,18.996483029965574,15.786365093366095,12.732806455955178,10.369145329410795,8.120761316293297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55_possible_time_step,90.62568957219568,174.54555677217607,257.55943613499295,324.79737775323554,391.6754265398656,437.427588216073,483.3658260931568,507.157011406849,531.6055852908512,536.4676567098202,542.3361521326536,533.2101516611835,525.3036752078003,507.41050298208205,490.8287651962472,468.54458581394493,447.5730469528506,423.9697159423894,401.62288015916226,378.52897718049974,356.6057847903409,334.9253282394132,314.3190901102305,294.38572564193726,275.43025025986617,257.28071276726655,240.01807222799957,223.56074252642378,207.90651007152414,193.00833710828914,178.83686529441076,165.36198433673852,152.54430312392265,140.36978294107925,128.7890249276208,117.81200276293202,107.37033683797047,97.51239994807045,88.13524037838349,79.344916096733,70.9833009950825,63.23502962522021,55.86464590959193,49.15211378892926,42.76695572286641,37.090036728996864,31.689984341521612,27.037292168546173,22.611514470467814,18.94338818544562,15.454158530348048,12.692039732662002,10.064631058336529,8.091145785409203,6.213908524981927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56_possible_time_step,90.58117728401864,179.99144939046604,257.43254485625647,334.22772431888046,391.481245681188,448.65627966129966,483.1238214035658,518.0382468944335,531.3357239364922,545.4986114795126,542.0557528120816,539.7592303816691,525.0256802961225,511.58496259485884,490.5614676127828,470.86903403449134,447.32082486552247,425.06841291116694,401.3873477205964,378.9253086365244,356.38689423431146,334.9727568620736,314.11595419662405,294.28512347065475,275.2416523937569,257.1296746103794,239.84273636268463,223.39964351876145,207.7432261937507,192.85056223245454,178.68454838880132,165.20945685577067,152.4020362370131,140.2192475756003,128.65611367419137,117.65692145843082,107.24638268749432,97.34357200303629,88.02021882124744,79.15157095094548,70.87760886958505,63.00717268136538,55.769069178819294,48.88397214965053,42.68251862658768,36.78351356077751,31.617679913345338,26.70378694583207,22.551973621194037,18.602646621764237,15.407360962381945,12.367911223492376,10.029764874843305,7.805651269219427,6.189436033991123,4.652044545915637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57_possible_time_step,93.51078221195817,179.90304364919675,265.362650819006,334.0627947811902,402.398848666818,448.4330904079684,494.6701153817781,517.7774667690516,541.5726101202969,545.2195362459364,549.9077048960553,539.4772483162798,530.2977943597385,511.310619453285,493.65876714711703,470.608411689783,448.8862413902435,424.82421555008193,402.0273678797971,378.69807821654763,356.5435602981023,334.76186462999755,314.0558195971834,294.08942666886537,275.1010855521158,256.947882698637,239.68123291388702,223.23049346115363,207.5823656637496,192.69289504729417,178.5296565662043,165.06225931503067,152.25168645057744,140.0816966559828,128.50524604235179,117.5284488072966,107.08699650973986,97.22394598674676,87.8419221350629,79.04097107439114,70.66924746337948,62.906210272972906,55.52178087403329,48.79360598622276,42.3935680597522,36.70483338682056,31.293541577750606,26.63769151048559,22.208909930439518,18.549503613407797,15.068568648443467,12.327318117599123,9.719759952731808,7.776392088346145,5.927803393113413,4.632263148999514,3.399907148173554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58_possible_time_step,93.46495844103035,185.72152447522365,265.23220961224376,344.08094546060477,402.1997807724489,460.2475870284973,494.4229424835984,529.0710162483475,541.2981665497297,554.4256617084126,549.6237899237641,546.0029933542852,530.0174364579574,515.3530099944866,493.39007680567784,472.77777269596777,448.6333081204938,425.79623771485717,401.7915338635427,379.0116770745072,356.32457972619824,334.76409100946336,313.8526858522257,293.96780027857886,274.912520629609,256.78851797580165,239.50593264332193,223.06672280279972,207.41910627715365,192.53474159579966,178.37734175252257,164.9104267614907,152.1093838213249,139.93265828294753,128.37223949328518,117.3756293826759,106.96286267474879,97.05793263138584,87.72661802708889,78.8503970090757,70.56317194337507,62.68011961355564,55.42575518004529,48.52519027484197,42.30868741052322,36.395366968490336,31.220891406989946,26.298777996530976,22.14920597573105,18.202010970461306,15.021836098324629,11.996760184890457,9.685174540928319,7.486326259138128,5.903762058472072,4.398380424637089,3.3843025966625246,2.4196819279593615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59_possible_time_step,96.60411053545391,185.63051400143007,273.69588617345516,343.9115313540516,413.75919713121107,460.0191094156858,506.50044928966116,528.8051811445766,551.830648276544,554.1424654296159,557.5324555322894,545.7180885227783,535.1873387989647,515.0768529547763,496.3257635374268,472.51617107767817,450.04991184737656,425.55159256313146,402.3265616962071,378.78428881249187,356.4203592165869,334.5531754880133,313.7627548391207,293.7721307264075,274.7595502257028,256.60676464953855,239.3401106299144,222.89760542909877,207.25719382657448,192.37709085543597,178.2227342936135,164.7632171756776,151.9601341004834,139.79504824121165,128.2232613545822,117.247025706594,106.80610746237666,96.93807881742539,87.55131961404322,78.73946036356827,70.35736056022321,62.57872749897286,55.179462848723766,48.43435573228334,42.01821137171613,36.31626725760907,30.892410239411845,26.232409170492776,21.799679035532215,18.148813337256577,14.676002460156479,11.956350021967806,9.36933659834766,7.457444500229231,5.6387964800286,4.3790835461143125,3.180807536950937,2.4076992126845207,1.672295826315878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60_possible_time_step,96.55688143800309,191.86517591682767,273.56165610778123,354.5794233102534,413.55495486860127,472.468246787368,506.24787048841705,540.5285835137432,551.5514904065262,563.512222368211,557.244999840892,552.1952780212023,534.904663977694,518.9640733430768,496.05575302567723,474.51741214795965,449.7963341507693,426.3936737397902,402.0904731519931,379.0173681495696,356.2013158916872,334.51379535336144,313.55963665746384,293.63231252522496,274.57102409211234,256.4406860807136,239.16484878272965,222.73187152144428,207.09396150235204,192.21878219316207,178.0704254816306,164.61210229498593,151.81780163624077,139.64748772278142,128.09016677381504,117.09650315802374,106.68180011950943,96.7750281524189,87.43573400111232,78.55192260084456,70.25089349610268,62.354710358048024,55.08296942829693,48.16587548857158,41.93286123537934,36.00383467441061,30.819389321367535,25.887792351837014,21.739797325139303,17.794102403061853,14.629336527714825,11.618918105429001,9.335048903726026,7.16256531735523,5.615211459606833,4.143322940001887,3.165715768925585,2.235787062194918,1.663363956861481,1.118858255804254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61_possible_time_step,99.93128713234272,191.77137432763473,282.62015945109886,354.4052337014519,425.81885409069423,472.2341967444639,518.8918463290606,540.2575011864715,562.3796705843938,563.2248320955555,565.1873595901859,551.9074724993462,539.9449380320509,518.6861721590166,498.8109541407633,474.2549067074843,451.0568325215889,426.14863905295914,402.521205631125,378.7898581030638,356.2399176042511,334.30287516881356,313.44339714727937,293.4366784769247,274.4078396016282,256.2589748179898,238.99575436103999,222.5627890233329,206.93137351193437,192.06115084520414,177.91617523641526,164.4648855255828,151.66962539073643,139.5098255024362,127.9430663128219,116.96777604379714,106.52775701775451,96.6549513343992,87.26364806704139,78.44064654139675,70.04794787781428,62.25287495694634,54.83797222848812,48.074548679336736,41.64098118902295,35.924287450572876,30.486400155700238,25.82112803265697,21.383383915915328,17.740842821411416,14.275950552366288,11.578701277404795,9.012998401848234,7.13408439867286,5.346806112746039,4.124537476415181,2.961879584892925,2.2243189876620093,1.522729645223654,1.112415946156344,0.7221134823277948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
